INFO:root:Trying to spawn
INFO:root:Spawned?
INFO:root:Set active
INFO:root:Child Spawning Zork..
INFO:root:['Traceback (most recent call last):\n', '  File "/var/gemini/cgi-bin/control_zork.py", line 49, in init\n    text = child.run_command(cmd,timeout=0.15)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/replwrap.py", line 103, in run_command\n    if self._expect_prompt(timeout=timeout) == 1:\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/replwrap.py", line 65, in _expect_prompt\n    return self.child.expect_exact([self.prompt, self.continuation_prompt],\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/spawnbase.py", line 421, in expect_exact\n    return exp.expect_loop(timeout)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/expect.py", line 181, in expect_loop\n    return self.timeout(e)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/expect.py", line 144, in timeout\n    raise exc\n', "pexpect.exceptions.TIMEOUT: Timeout exceeded.\n<pexpect.pty_spawn.spawn object at 0x7fc754d921f0>\ncommand: /var/gemini/cgi-bin/zork\nargs: [b'/var/gemini/cgi-bin/zork', b'jason_26F60']\nbuffer (last 100 chars): 'eave the game?\\r\\n'\nbefore (last 100 chars): 'tion.\\r\\nDo you wish to leave the game?\\r\\nPlease answer the question.\\r\\nDo you wish to leave the game?\\r\\n'\nafter: <class 'pexpect.exceptions.TIMEOUT'>\nmatch: None\nmatch_index: None\nexitstatus: None\nflag_eof: False\npid: 23950\nchild_fd: 11\nclosed: False\ntimeout: 30\ndelimiter: <class 'pexpect.exceptions.EOF'>\nlogfile: None\nlogfile_read: None\nlogfile_send: None\nmaxread: 2000\nignorecase: False\nsearchwindowsize: None\ndelaybeforesend: 0.05\ndelayafterclose: 0.1\ndelayafterterminate: 0.1\nsearcher: searcher_string:\n    0: '\\n>'\n    1: '[PEXPECT_PROMPT+'\n", '\nDuring handling of the above exception, another exception occurred:\n\n', 'Traceback (most recent call last):\n', '  File "/var/gemini/cgi-bin/control_zork.py", line 51, in init\n    text = child.before\n', "AttributeError: 'REPLWrapper' object has no attribute 'before'\n"]
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'help'}
INFO:root:Exception in control_zork!
INFO:root:['Traceback (most recent call last):\n', '  File "/var/gemini/cgi-bin/control_zork.py", line 49, in init\n    text = child.run_command(cmd,timeout=0.15)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/replwrap.py", line 103, in run_command\n    if self._expect_prompt(timeout=timeout) == 1:\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/replwrap.py", line 65, in _expect_prompt\n    return self.child.expect_exact([self.prompt, self.continuation_prompt],\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/spawnbase.py", line 421, in expect_exact\n    return exp.expect_loop(timeout)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/expect.py", line 181, in expect_loop\n    return self.timeout(e)\n', '  File "/home/runvnc/.pyenv/versions/3.8.2/lib/python3.8/site-packages/pexpect/expect.py", line 144, in timeout\n    raise exc\n', "pexpect.exceptions.TIMEOUT: Timeout exceeded.\n<pexpect.pty_spawn.spawn object at 0x7fc754d921f0>\ncommand: /var/gemini/cgi-bin/zork\nargs: [b'/var/gemini/cgi-bin/zork', b'jason_26F60']\nbuffer (last 100 chars): 'eave the game?\\r\\n'\nbefore (last 100 chars): 'tion.\\r\\nDo you wish to leave the game?\\r\\nPlease answer the question.\\r\\nDo you wish to leave the game?\\r\\n'\nafter: <class 'pexpect.exceptions.TIMEOUT'>\nmatch: None\nmatch_index: None\nexitstatus: None\nflag_eof: False\npid: 23950\nchild_fd: 11\nclosed: False\ntimeout: 30\ndelimiter: <class 'pexpect.exceptions.EOF'>\nlogfile: None\nlogfile_read: None\nlogfile_send: None\nmaxread: 2000\nignorecase: False\nsearchwindowsize: None\ndelaybeforesend: 0.05\ndelayafterclose: 0.1\ndelayafterterminate: 0.1\nsearcher: searcher_string:\n    0: '\\n>'\n    1: '[PEXPECT_PROMPT+'\n", '\nDuring handling of the above exception, another exception occurred:\n\n', 'Traceback (most recent call last):\n', '  File "/var/gemini/cgi-bin/control_zork.py", line 51, in init\n    text = child.before\n', "AttributeError: 'REPLWrapper' object has no attribute 'before'\n"]
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Trying to spawn
INFO:root:Spawned?
INFO:root:Set active
INFO:root:Child Spawning Zork..
INFO:root:Child Waiting for prompt..
INFO:root:Child sending Zork initial output..
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child start of loop
INFO:root:Subscribing to app_down_jason_26F60
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'info'}
INFO:root:Trying to publish app_up_jason_26F60 :Welcome to Dungeon!

   You are near a large dungeon, which is reputed to contain vast
quantities of treasure.   Naturally, you wish to acquire some of it.
In order to do so, you must of course remove it from the dungeon.  To
receive full credit for it, you must deposit it safely in the trophy
case in the living room of the house.

   In addition to valuables, the dungeon contains various objects
which may or may not be useful in your attempt to get rich.  You may
need sources of light, since dungeons are often dark, and weapons,
since dungeons often have unfriendly things wandering about.  Reading
material is scattered around the dungeon as well;  some of it
is rumored to be useful.

   To determine how successful you have been, a score is kept.
When you find a valuable object and pick it up, you receive a
certain number of points, which depends on the difficulty of finding
the object.  You receive extra points for transporting the treasure
safely to the living room and placing it in the trophy case.  In
addition, some particularly interesting rooms have a value associated
with visiting them.  The only penalty is for getting yourself killed,
which you may do only twice.

   Of special note is a thief (always carrying a large bag) who
likes to wander around in the dungeon (he has never been seen by the
light of day).  He likes to take things.  Since he steals for pleasure
rather than profit and is somewhat sadistic, he only takes things which
you have seen.  Although he prefers valuables, sometimes in his haste
he may take something which is worthless.  From time to time, he examines
his take and discards objects which he doesn't like.  He may occas-
ionally stop in a room you are visiting, but more often he just wanders
through and rips you off (he is a skilled pickpocket).
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'quit'}
INFO:root:Trying to publish app_up_jason_26F60 :Your score would be 0 [total of 585 points], in 5 moves.
This gives you the rank of Beginner.
Do you wish to leave the game?

INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'no'}
INFO:root:Trying to publish app_up_jason_26F60 :Your score would be 0 [total of 585 points], in 5 moves.
This gives you the rank of Beginner.
Do you wish to leave the game?
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'look'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'quit'}
INFO:root:Trying to publish app_up_jason_26F60 :Your score would be 0 [total of 585 points], in 7 moves.
This gives you the rank of Beginner.
Do you wish to leave the game?

INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'yes'}
INFO:root:App ended. Exiting.
INFO:root:Trying to spawn
INFO:root:Spawned?
INFO:root:Set active
INFO:root:Child Spawning Zork..
INFO:root:Child Waiting for prompt..
INFO:root:Child sending Zork initial output..
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child start of loop
INFO:root:Subscribing to app_down_jason_26F60
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'restore'}
INFO:root:Trying to publish app_up_jason_26F60 :Restored.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :It is pitch dark.  You are likely to be eaten by a grue.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'u'}
INFO:root:App ended. Exiting.
INFO:root:Trying to spawn
INFO:root:Spawned?
INFO:root:Set active
INFO:root:Child Spawning Zork..
INFO:root:Child Waiting for prompt..
INFO:root:Child sending Zork initial output..
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child start of loop
INFO:root:Subscribing to app_down_jason_26F60
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': ''}
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': ''}
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': ''}
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'restore'}
INFO:root:Trying to publish app_up_jason_26F60 :Restored.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'look'}
INFO:root:Trying to publish app_up_jason_26F60 :It is pitch dark.  You are likely to be eaten by a grue.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'u'}
INFO:root:Trying to publish app_up_jason_26F60 :Oh, no!  You walked into the slavering fangs of a lurking grue.
You clearly are a suicidal maniac.  We don't allow psychotics in the
dungeon, since they may harm other adventurers.  Your remains will be
installed in the land of the living dead, where your fellow adventurers
may gloat over them.
Your score is 10 [total of 585 points], in 11 moves.
This gives you the rank of Beginner.
The game is over.

INFO:root:App ended. Exiting.
INFO:root:Trying to spawn
INFO:root:Spawned?
INFO:root:Set active
INFO:root:Child Spawning Zork..
INFO:root:Child Waiting for prompt..
INFO:root:Child sending Zork initial output..
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child start of loop
INFO:root:Subscribing to app_down_jason_26F60
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'help'}
INFO:root:Trying to publish app_up_jason_26F60 :Useful commands:

   The 'BRIEF' command suppresses printing of long room descriptions
for rooms which have been visited.  The 'SUPERBRIEF' command suppresses
printing of long room descriptions for all rooms.  The 'VERBOSE'
command restores long descriptions.
   The 'INFO' command prints information which might give some idea
of what the game is about.
   The 'QUIT' command prints your score and asks whether you wish
to continue playing.
   The 'SAVE' command saves the state of the game for later continuation.
   The 'RESTORE' command restores a saved game.
   The 'INVENTORY' command lists the objects in your possession.
   The 'LOOK' command prints a description of your surroundings.
   The 'SCORE' command prints your current score and ranking.
   The 'TIME' command tells you how long you have been playing.
   The 'DIAGNOSE' command reports on your injuries, if any.

Command abbreviations:

   The 'INVENTORY' command may be abbreviated 'I'.
   The 'LOOK' command may be abbreviated 'L'.
   The 'QUIT' command may be abbreviated 'Q'.

Containment:

   Some objects can contain other objects.  Many such containers can
be opened and closed.  The rest are always open.   They may or may
not be transparent.  For you to access (e.g., take) an object
which is in a container, the container must be open.  For you
to see such an object, the container must be either open or
transparent.  Containers have a capacity, and objects have sizes;
the number of objects which will fit therefore depends on their
sizes.  You may put any object you have access to (it need not be
in your hands) into any other object.  At some point, the program
will attempt to pick it up if you don't already have it, which
process may fail if you're carrying too much.  Although containers
can contain other containers, the program doesn't access more than
one level down.

Fighting:

   Occupants of the dungeon will, as a rule, fight back when
attacked.  In some cases, they may attack even if unprovoked.
Useful verbs here are 'ATTACK <villain> WITH <weapon>', 'KILL',
etc.  Knife-throwing may or may not be useful.  You have a
fighting strength which varies with time.  Being in a fight,
getting killed, and being injured all lower this strength.
Strength is regained with time.  Thus, it is not a good idea to
fight someone immediately after being killed.  Other details
should become apparent after a few melees or deaths.

Command parser:

   A command is one line of text terminated by a carriage return.
For reasons of simplicity, all words are distinguished by their
first six letters.  All others are ignored.  For example, typing
'DISASSEMBLE THE ENCYCLOPEDIA' is not only meaningless, it also
creates excess effort for your fingers.  Note that this trunca-
tion may produce ambiguities in the intepretation of longer words.

   You are dealing with a fairly stupid parser, which understands
the following types of things--

   Actions:
	Among the more obvious of these, such as TAKE, PUT, DROP, etc.
	Fairly general forms of these may be used, such as PICK UP,
	PUT DOWN, etc.

   Directions:
	NORTH, SOUTH, UP, DOWN, etc. and their various abbreviations.
	Other more obscure directions (LAND, CROSS) are appropriate in
	only certain situations.

   Objects:
	Most objects have names and can be referenced by them.

   Adjectives:
	Some adjectives are understood and required when there are
	two objects which can be referenced with the same 'name' (e.g.,
	DOORs, BUTTONs).

   Prepositions:
	It may be necessary in some cases to include prepositions, but
	the parser attempts to handle cases which aren't ambiguous
	without.  Thus 'GIVE CAR TO DEMON' will work, as will 'GIVE DEMON
	CAR'.  'GIVE CAR DEMON' probably won't do anything interesting.
	When a preposition is used, it should be appropriate;  'GIVE CAR
	WITH DEMON' won't parse.

   Sentences:
	The parser understands a reasonable number of syntactic construc-
	tions.  In particular, multiple commands (separated by commas)
	can be placed on the same line.

   Ambiguity:
	The parser tries to be clever about what to do in the case of
	actions which require objects that are not explicitly specified.
	If there is only one possible object, the parser will assume
	that it should be used.  Otherwise, the parser will ask.
	Most questions asked by the parser can be answered.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:pipe received message: {'type': 'message', 'pattern': None, 'channel': 'app_down_jason_26F60', 'data': 'l'}
INFO:root:Trying to publish app_up_jason_26F60 :You are in an open field west of a big white house with a boarded
front door.
There is a small mailbox here.
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
INFO:root:Child Trying to receive..
